  39Pennsylvania                                       748             17.1734991      41   2   2   2   2   2 Assistant Superintendent                                               Assistant Superintendent                                               Assistant Superintendent                                               Assistant Superintendent                                               Assistant Superintendent                                                  1    2    2    1    1    1    2    1    1    1    1    1    1    2    2    2    2    2    2    2    2    2    1    1    2    2    2    2    2    2    2    A    A    A    2    1    1    1    1    2    1    1    1    1    1    1    1    1    1    1    1    2    2    2    2    2    2    2    2    2    1    1    2    2    2    2    2    2    2    A    A    A    1    1    1    1    1    2    1    1    1    2    1    1    1    1    1    1    1    1    1    1    2    2    2    2    2    2    2    2    2    1    1    2    2    2    2    2    2    2    A    A    A    1    1    1    1    1    2    1    1    1    2    1    1    1    1    1    1    1    1    2    2    2    2    2    2    2    2    2    2    2    1    1    2    2    2    2    2    2    2    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    3    1    1    1    1    1    2    1    1    1    1    1    2    1    1    1    1    1    1    1    2    2    1    2    1    2    2    1    1    2    2    1    2    2    2    2    2
  39Pennsylvania                                       749             16.5253347      41   2   2   2   2   2 Supervisor Elementary Curriculum                                       Supervisor Elementary Curriculum                                       Supervisor Elementary Curriculum                                       Supervisor Elementary Curriculum                                       Supervisor Elementary Curriculum                                          1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    2    1    2    1    1    C    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    C    2    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    2    2    1    2    2    2    1    1    1    1    1    1    1    1    C    1    1    1    C    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    2    1    1    1    2    2    1    1    1    1    1    1    1    1    C    1    1    1    C    1    1    1    1    1    1    1    1    1    1    2    2    2    2    2    2    2    2    1    1    1    1    2    2    2    2    2    2    1    2    1    1    2    2    2    1    1    1    1    1    2    1    1    2    2    2    1    1    1    1    1    2    1    1    1    1    1    1    1    1    2    1    1    1    1    1    1    1    2    1    2    2    2    1    2    2    2    2    1    1    1    2    1    1    1    1    1    1    2    1    1    2    2    1    2    2    2    2    2
  39Pennsylvania                                       750             25.4258986      21   2   2   2   2   2 Teacher                                                                Teacher                                                                Teacher                                                                Teacher                                                                Teacher                                                                   1    1    1    1    1    1    1    1    1    1    1    1    2    1    1    1    1    2    2    2    2    2    2    1    1    1    1    1    1    1    1    A    A    A    2    2    1    1    2    1    2    1    1    1    1    1    1    1    1    1    2    1    1    1    1    1    1    1    1    1    2    1    1    1    1    2    2    2    1    1    1    1    1    2    2    1    1    2    2    1    1    2    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    C    1    1    1    C    1    1    1    1    1    1    1    1    2    2    1    1    1    1    1    1    1    2    1    1    1    1    1    1    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    1    2    2    2    2    2    2    1    2    2    2    2    2    2    2    2    2    2    1    2    2    2    2    2    1    2    2    1    2    2    2    1    1    2    2    1    1    2    2    2    1    2    2    1    1    1    2    1    2    2    2    1    2    1    1    2    2    3    1    1    1    1    1    2    2    2    1    1
  39Pennsylvania                                       751             25.4258986      21   1   M   M   M   M Liaison for Health & PE K-12                                           Liaison for Health & PE K-12                                           Liaison for Health & PE K-12                                           Liaison for Health & PE K-12                                           Liaison for Health & PE K-12                                              1    1    1    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    2    1    2    2    1    2    2    1    2    1    1    2    2    2    1    1    2    2    2    2    2    1    C    C    C    C    C    C    C    C    C    C    C    C    C    C    C    C    C    C    C    C    C    C    C    C    C    C    C    M    M    M    M    M    M    M    M    M    M
  39Pennsylvania                                       752             25.4258986      21   2   2   2   2   2 Director of Student Services                                           Director of Student Services                                           Director of Student Services                                           Director of Student Services                                           Director of Student Services                                              1    1    2    1    1    1    2    2    1    1    1    1    2    2    2    2    1    2    2    2    2    2    2    1    1    2    2    2    1    1    1    A    A    A    2    2    2    2    2    2    1    1    1    1    1    1    1    1    1    1    2    1    1    1    1    1    1    1    1    1    2    1    1    2    1    1    2    1    1    2    2    2    2    2    2    2    1    2    1    1    1    2    1    1    1    1    1    1    1    1    1    2    2    2    2    1    2    2    2    2    2    2    1    1    2    2    2    2    1    2    A    A    A    2    2    2    2    2    2    2    1    1    2    1    1    1    1    1    1    1    1    2    1    2    2    2    2    2    2    2    2    2    2    1    2    2    2    2    2    1    2    2    2    2    1    2    2    2    2    2    2    1    2    2    2    2    2    1    2    1    2    1    2    2    2    2    2    1    1    1    1    1    1    2    2    2    2    2    2    1    1    1    1    2    1    1    2    2    2    2    2    1    2    1    2    1    2    1    1    2    2    2    2    A    A    A    A    A    A    A    A    A
  39Pennsylvania                                       753             24.5784013      21   2   2   M   2   2 Assistant Principal and Athletic Director                              Teacher                                                                Physical Education Teacher                                             Assistant Principal and Athletic Director                              Assistant Principal and Athletic Director                                 2    A    A    2    A    A    A    A    A    A    A    A    A    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    A    A    A    2    2    2    2    2    2    2    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    1    1    1    2    1    1    1    1    1    2    1    1    1    1    1    1    1    1    1    1    1    1    2    1    1    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    1    1    1    1    1    1    1    2    1    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    C    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    1    2    2    3    3    3    3    3    3    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    1    2    2    2    2    2    1    2    A    A    A    A    A    A    A    A
  39Pennsylvania                                       754             25.4258986      21   2   2   2   2   2 Health and Physical Educator                                           Health and Physical Educator                                           Health and Physical Educator                                           Health and Physical Educator                                           Health and Physical Educator                                              1    1    2    1    1    1    1    1    1    1    1    1    2    1    1    1    1    2    1    1    1    1    2    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    2    2    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    2    2    2    1    1    1    1    1    2    1    1    1    2    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    2    2    2    1    1    1    1    1    2    1    1    1    2    1    1    1    1    1    1    1    1    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    1    2    2    2    2    1    2    1    1    1    1    1    C    2    2    1    1    1    1    2    1    2    2    3    2    2    2    1    1    1    1    C    C    C    1    C    C    C    C    1    C    1    1    C    1    1    1    2    1    1    1    1    1    1    1    2    1    2    1    2
  39Pennsylvania                                       755              2.1874786      11   2   2   2   2   2 HIV Prevention Ed. Program Coordinator                                 HIV Prevention Ed. Program Coordinator                                 HIV Prevention Ed. Program Coordinator                                 HIV Prevention Ed. Program Coordinator                                 HIV Prevention Ed. Program Coordinator                                    1    1    1    1    1    1    2    1    1    1    1    1    2    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    2    1    1    1    2    1    1    1    1    1    2    1    2    1    1    1    1    1    1    1    1    1    2    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    2    1    1    1    2    1    2    1    1    1    2    1    2    1    1    2    1    1    1    1    1    1    1    1    1    2    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    2    1    1    2    2    1    1    1    1    1    1    1    1    1    1    2    1    1    1    1    1    1    1    1    2    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    2    2    1    2    1    2    1    1    1    2    1    1    2    2    1    1    1    2    1    1    1    1    1    1    1    1    2    2    2    1    2    1    2    2    1    1    2    1    1    1    1    1    1    1    1    1    1    1    1    1    2    A    A    A    A    A    A    A    A
  39Pennsylvania                                       756             15.6288665      42   2   2   2   2   2 Physical Education Teacher                                             Physical Education Teacher                                             Physical Education Teacher                                             Physical Education Teacher                                             Physical Education Teacher                                                1    2    2    1    1    1    1    1    1    1    1    1    1    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    A    A    A    1    2    2    2    2    2    2    1    1    1    1    1    1    1    1    1    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    A    A    A    1    2    2    2    2    2    2    1    1    2    1    1    1    1    1    1    1    1    1    C    C    C    C    C    C    2    2    2    2    2    2    2    2    2    2    2    2    2    1    1    1    1    2    2    2    2    2    2    1    1    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    2    3    1    2    1    2    2    2    1    1    1    1    1    1    1    1    1    1    2    1    1    2    1    1    1    1    1    1    1    2    1    2    1    2
  39Pennsylvania                                       757             25.4258986      21   2   2   2   2   2 Superintendent                                                         Superintendent                                                         Superintendent                                                         Superintendent                                                         Superintendent                                                            1    1    1    1    1    1    2    1    1    1    1    1    1    1    1    1    1    2    2    2    1    1    2    1    1    1    1    2    2    1    1    1    1    1    1    1    1    1    1    2    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    2    1    1    1    1    1    1    2    1    1    1    2    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    2    2    1    1    1    1    1    1    2    1    1    1    2    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    2    1    1    1    1    2    1    2    2    1    2    2    1    2    2    2    2    2    1    2    1    2    1    1    1    1    1    1    1    1    2    A    A    A    A    A    A    A    A
  39Pennsylvania                                       758             25.4258986      21   1   M   M   M   M Health and Physical Educator                                           Health and Physical Educator                                           Health and Physical Educator                                           Health and Physical Educator                                           Health and Physical Educator                                              1    C    C    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    1    1    1    1    1    1    1    1    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    1    3    3    3    2    2    C    C    C    C    C    C    C    C    C    C    C    C    C    C    C    C    C    C    C    C    C    M    M    M    M    M    M    M    M    M    M
  39Pennsylvania                                       761             15.6600826      41   2   2   2   2   2 Director of Curriculum                                                 Health and Physical Education Teacher                                  Health and Physical Education Teacher                                  Health and Physical Education Teacher                                  Director of Curriculum                                                    1    1    1    1    1    1    1    1    1    1    1    1    2    1    1    1    2    2    2    2    1    1    1    1    2    2    2    2    2    2    2    1    1    1    2    2    2    2    2    2    2    1    1    1    1    1    1    1    1    1    2    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    2    1    1    1    2    1    1    1    1    1    1    1    1    1    1    1    1    1    2    1    1    1    1    1    1    1    1    1    1    1    2    2    2    1    1    1    2    1    2    2    2    2    1    1    1    2    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    2    1    2    1    2    1    1    2    2    2    1    1    1    1    2    1    2    2    2    1    2    1    1    1    1    1    2    2    2    1    1    1    1    1    1    2    2    1    1    1    2    1    2    2    1    2    2    1    2    1    2    2    2    1    2    2    2    1    2    2    2    1    1    2    1    1    2    2    1    2    2    2    2    2
  40Rhode Island                                       762             15.6600826      41   2   M   M   2   2 Department Chairman- Health Education & Physical Education             Department Chairman- Health Education & Physical Education             Department Chairman- Health Education & Physical Education             Department Chairman- Health Education & Physical Education             Department Chairman- Health Education & Physical Education                1    1    2    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    2    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    2    1    1    2    1    2    1    1    2    1    1    1    2    2    2    2    2    2    2    1    1    1    1    1    1    1    2    1    2    1    1    1    1    1    1    1    2    1    1    2    1    1    1    2    2    2    1    2    2    2    2    2    1    2    1    1    1    1    1    1    1    1    2    2    2    1    1
  41South Carolina                                     766             17.0829139      41   1   M   M   M   M Assistant Superintendent                                               Assistant Superintendent                                               Assistant Superintendent                                               Assistant Superintendent                                               Assistant Superintendent                                                  1    C    C    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    C    C    C    C    C    C    C    C    C    C    C    C    C    C    C    C    C    C    C    C    C    C    C    C    C    C    C    C    C    C    C    C    C    C    C    C    C    C    C    C    C    C    C    C    C    C    C    C    C    C    C    C    C    C    C    C    C    C    C    C    C    C    C    C    C    C    C    C    C    C    C    C    C    C    C    C    C    C    C    C    C    C    C    C    C    C    C    C    C    M    M    M    M    M    M    M    M    M    M
  41South Carolina                                     767             21.1352441      21   1   1   1   1   1 Health Education Respondent                                            Health Education Respondent                                            Health Education Respondent                                            Health Education Respondent                                            Health Education Respondent                                               1    1    1    1    1    1    1    1    1    1    1    1    2    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    2    1    1    1    1    1    2    1    1    1    1    1    1    1    1    1    1    1    2    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    2    1    1    1    1    1    2    1    1    1    1    2    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    2    1    1    1    1    1    1    1    1    1    1    2    1    1    1    1    1    1    1    1    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    2    1    2    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    2    1    1    1    1    1    1    1    2    1    2    2    2    2    2    2
  41South Carolina                                     768             16.8535235      32   2   2   2   2   2 Health Education Coordinator                                           Health Education Coordinator                                           Health Education Coordinator                                           Health Education Coordinator                                           Health Education Coordinator                                              1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    2    2    2    2    1    1    1    1    1    1    1    1    1    1    A    A    A    1    2    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    2    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    C    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    C    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    2    1    1    2    2    1    1    1    1    1    1    2    1    2    1    1    1    1    2    1    1    1    1    1    1    1    1    2    C    1    1    2    1    1    2    2    2    1    2    2    1    2    1    2    1    2    1    1    1    1    1    2    2    1    2    1    2    2    2
  41South Carolina                                     769             16.7704801      41   2   2   2   2   2 Athletic Director                                                      Athletic Director                                                      Athletic Director                                                      Athletic Director                                                      Athletic Director                                                         1    1    1    1    1    1    1    1    1    1    1    1    1    2    2    1    1    2    2    2    2    2    2    1    2    2    2    2    2    2    2    A    A    A    1    2    2    2    2    2    2    1    1    1    1    1    1    1    1    1    2    1    1    1    1    1    1    1    1    1    1    1    1    2    2    1    2    2    2    1    1    1    2    2    2    2    2    2    2    2    2    2    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    2    1    1    2    2    2    1    1    1    2    2    2    2    2    2    2    2    2    2    1    1    2    2    1    1    1    1    1    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    1    2    1    2    1    2    2    2    1    1    1    2    2    1    1    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    1    3    1    1    1    1    2    2    2    2    1    2
  41South Carolina                                     771             16.7704801      41   2   2   2   2   2 Athletic Director                                                      Athletic Director                                                      Athletic Director                                                      Athletic Director                                                      Athletic Director                                                         1    1    1    1    1    1    1    1    1    1    1    1    2    2    2    1    1    2    2    2    2    2    2    1    1    2    2    2    2    2    2    A    A    A    2    2    2    2    2    2    1    1    1    1    1    1    1    1    1    1    2    1    1    1    1    2    2    2    1    1    1    1    1    1    1    1    1    1    1    1    2    2    2    2    2    2    2    2    2    1    2    2    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    2    2    2    2    1    1    1    2    1    2    2    2    1    1    1    1    1    1    1    1    1    2    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    2    2    2    1    1    1    1    1    1    1    2    2    1    1    1    1    1    1    1    1    1    1    1    1    1    2    1    2    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    2    1    2    1    2    1    1    2    2    2    1    1    2    2    2    2    2    1    2    2
  41South Carolina                                     772             17.0488615      42   1   2   2   2   M Curriculum Director                                                    Instructor                                                             Instructor                                                             Instructor                                                             Curriculum Director                                                       1    1    1    1    1    1    1    1    1    1    1    1    2    1    1    1    1    1    1    1    2    2    2    1    1    1    1    1    2    1    2    1    1    1    2    2    2    2    1    2    2    2    A    A    A    A    A    A    A    A    A    2    2    2    2    1    1    1    1    1    2    1    2    2    2    1    2    2    2    1    1    1    2    2    2    2    2    2    2    2    2    2    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    2    2    2    C    C    C    2    2    2    2    2    2    1    2    2    2    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    2    2    2    2    2    2    1    2    1    1    2    2    2    2    2    2    2    2    1    2    1    1    2    1    1    1    1    1    1    2    2    2    1    3    3    3    1    1    2    C    C    C    C    C    C    C    C    C    C    C    C    C    C    C    C    C    C    C    C    C    M    M    M    M    M    M    M    M    M    M
  41South Carolina                                     775             17.0829139      41   2   2   2   2   2 District Literacy Coordinator                                          District Literacy Coordinator                                          District Literacy Coordinator                                          District Literacy Coordinator                                          District Literacy Coordinator                                             1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    2    2    2    2    1    2    1    1    1    1    1    1    1    1    A    A    A    1    1    1    1    1    2    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    2    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    2    1    1    1    1    1    1    1    1    1    1    1    1    2    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    2    1    1    1    1    1    1    1    1    2    1    1    1    1    3    1    1    2    1    1    1    1    1    1    2    2    2    1    2    1    1    1    1    1    1    1    1    1    1    2    A    A    A    A    A    A    A    A
  41South Carolina                                     777             17.0829139      41   2   2   2   2   2 Director of Special Services                                           Director of Early Childhood/Elem                                       Assistant Superintendent Instruction/Admin                             Assistant Superintendent Instruction/Admin                             Director of Special Services                                              1    C    C    1    1    2    1    1    1    1    1    2    2    1    1    1    2    2    2    2    2    2    C    1    1    2    1    2    2    1    1    A    A    A    2    2    1    1    2    2    2    1    1    1    1    1    1    1    1    1    2    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    2    1    1    1    2    1    1    1    1    1    1    1    1    1    2    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    2    1    1    1    1    1    1    1    1    1    1    1    1    2    2    2    2    2    1    1    2    2    2    2    2    2    2    2    2    2    2    2    2    1    1    2    1    2    2    2    2    1    1    1    2    2    2    2    2    2    2    1    2    2    1    C    C    1    1    1    1    C    1    C    1    C    C    1    1    1    1    C    C    C    C    1    1    1    C    C    C    C    C    C    C    C    C    C    1    C    C    1    2    C    1    2    A    A    A    A    A    A    A    A
  42South Dakota                                       778             18.6319063      43   2   2   2   2   2 Superintendent                                                         Superintendent                                                         Elementary Principal                                                   Consumer Science                                                       High School Principal                                                     1    2    2    1    1    1    1    1    1    1    1    1    2    1    1    1    1    2    2    2    1    2    1    1    1    2    1    2    2    1    1    2    2    2    2    2    2    1    2    2    2    1    1    1    1    1    1    1    1    C    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    A    A    A    1    2    2    2    2    2    1    2    2    2    1    1    1    1    1    1    1    1    1    1    1    1    1    2    2    1    1    1    1    1    1    1    1    1    1    2    1    1    2    2    2    2    2    2    2    2    2    1    1    2    2    2    2    2    2    2    1    2    1    1    1    1    2    2    2    1    2    2    2    1    2    2    1    1    1    2    1    1    2    1    1    1    1    1    1    1    1    2    1    1    2    1    2    1    1    1    1    1    1    1    1    2    1    2    2    2    2    1    2
  42South Dakota                                       779             18.6319063      43   2   2   2   2   2 Principal                                                              Principal                                                              Principal                                                              Principal                                                              Principal                                                                 1    2    2    2    A    A    A    A    A    A    A    A    A    1    1    1    1    2    2    2    2    2    1    1    2    2    1    2    1    1    1    A    A    A    2    2    2    2    2    2    2    2    A    A    A    A    A    A    A    A    A    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    C    1    2    2    2    2    2    2    2    2    1    2    1    1    1    1    1    1    1    1    1    2    1    1    1    1    1    1    1    1    1    1    1    1    2    1    1    1    1    1    1    2    1    2    2    2    2    1    2    1    1    1    2    1    1    1    1    1    1    1    1    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    1    1    2    2    2    2    2    1    1    2    2    2    2    2    2    2    2    2    1    2    1    2    2    2    2    1    2    2    2    2    2    2    3    3    3    3    3    3    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    1    2    2    2    3    2    A    A    A    A    A    A    A    A    A
  42South Dakota                                       780             18.6319063      43   2   2   2   2   2 Health Educator                                                        Health & Physical Education Teacher                                    Health & Physical Education Teacher                                    Health Educator                                                        Health Educator                                                           1    1    1    1    1    2    2    1    2    2    2    2    2    1    1    1    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    A    A    A    2    2    2    2    2    2    2    1    1    1    1    1    1    1    1    1    2    1    1    1    1    2    1    1    1    1    1    1    1    2    1    1    2    2    1    1    1    1    2    2    2    1    2    2    C    2    2    2    1    1    1    1    1    1    1    1    1    2    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    2    2    2    2    2    2    2    2    2    1    1    1    2    1    1    2    1    1    1    1    1    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    2    1    2    2    1    2    A    A    A    A    A    A    A    A    A
  42South Dakota                                       781             18.6319063      43   M   M   M   M   2 PE & Health Instructor                                                 PE & Health Instructor                                                 PE & Health Instructor                                                 PE & Health Instructor                                                 Superintendent                                                            M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    2    A    A    A    A    A    A    A    A    A
  42South Dakota                                       782             23.7834883      32   M   M   2   M   M                                                                        Elementary PE/Health Teacher                                           Middle School Health/Physical Education Teacher                        High School Health and PE Teacher                                                                                                                M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    1    1    1    1    1    1    1    1    1    2    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1    2    1    2    2    2    2    1    2    2    2    1    1    2    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M    M
